0	1	2	3	4	5	6	7	8	Product
GCF_001677215-231526-303917	Prodigal:2.6	CDS	26970	27299	.	+	0	ID=LOMDJGLK_01888;inference=ab initio prediction:Prodigal:2.6;locus_tag=LOMDJGLK_01888;product=hypothetical protein	hypothetical protein
GCF_001677215-231526-303917	Prodigal:2.6	CDS	27306	27692	.	+	0	"ID=LOMDJGLK_01889;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:Combined_VF_Myco.faa:SEA_CRACKLEWINK_67;locus_tag=LOMDJGLK_01889;note="""";product=hypothetical protein"	hypothetical protein
GCF_001677215-231526-303917	Prodigal:2.6	CDS	27689	27928	.	+	0	ID=LOMDJGLK_01890;inference=ab initio prediction:Prodigal:2.6;locus_tag=LOMDJGLK_01890;product=hypothetical protein	hypothetical protein
GCF_001677215-231526-303917	Prodigal:2.6	CDS	27925	28389	.	+	0	ID=LOMDJGLK_01891;inference=ab initio prediction:Prodigal:2.6;locus_tag=LOMDJGLK_01891;product=hypothetical protein	hypothetical protein
GCF_001677215-231526-303917	Prodigal:2.6	CDS	28374	28679	.	+	0	ID=LOMDJGLK_01892;inference=ab initio prediction:Prodigal:2.6;locus_tag=LOMDJGLK_01892;product=hypothetical protein	hypothetical protein
GCF_001677215-231526-303917	Prodigal:2.6	CDS	28676	29353	.	+	0	ID=LOMDJGLK_01893;inference=ab initio prediction:Prodigal:2.6;locus_tag=LOMDJGLK_01893;product=hypothetical protein	hypothetical protein
GCF_001677215-231526-303917	Prodigal:2.6	CDS	29350	29784	.	+	0	ID=LOMDJGLK_01894;inference=ab initio prediction:Prodigal:2.6;locus_tag=LOMDJGLK_01894;product=hypothetical protein	hypothetical protein
GCF_001677215-231526-303917	Prodigal:2.6	CDS	29775	30137	.	+	0	ID=LOMDJGLK_01895;inference=ab initio prediction:Prodigal:2.6;locus_tag=LOMDJGLK_01895;product=hypothetical protein	hypothetical protein
GCF_001677215-231526-303917	Prodigal:2.6	CDS	30134	30475	.	+	0	ID=LOMDJGLK_01896;inference=ab initio prediction:Prodigal:2.6;locus_tag=LOMDJGLK_01896;product=hypothetical protein	hypothetical protein
GCF_001677215-231526-303917	Prodigal:2.6	CDS	30468	30644	.	+	0	ID=LOMDJGLK_01897;inference=ab initio prediction:Prodigal:2.6;locus_tag=LOMDJGLK_01897;product=hypothetical protein	hypothetical protein
GCF_001677215-231526-303917	Prodigal:2.6	CDS	30658	31062	.	+	0	ID=LOMDJGLK_01898;inference=ab initio prediction:Prodigal:2.6;locus_tag=LOMDJGLK_01898;product=hypothetical protein	hypothetical protein
GCF_001677215-231526-303917	Prodigal:2.6	CDS	31072	31641	.	-	0	ID=LOMDJGLK_01899;inference=ab initio prediction:Prodigal:2.6;locus_tag=LOMDJGLK_01899;product=hypothetical protein	hypothetical protein
GCF_001677215-231526-303917	Prodigal:2.6	CDS	31795	32055	.	+	0	ID=LOMDJGLK_01900;inference=ab initio prediction:Prodigal:2.6;locus_tag=LOMDJGLK_01900;product=hypothetical protein	hypothetical protein
GCF_001677215-231526-303917	Prodigal:2.6	CDS	32516	32821	.	+	0	ID=LOMDJGLK_01901;inference=ab initio prediction:Prodigal:2.6;locus_tag=LOMDJGLK_01901;product=hypothetical protein	hypothetical protein
GCF_001677215-231526-303917	Prodigal:2.6	CDS	32805	33155	.	+	0	ID=LOMDJGLK_01902;inference=ab initio prediction:Prodigal:2.6;locus_tag=LOMDJGLK_01902;product=hypothetical protein	hypothetical protein
GCF_001677215-231526-303917	Prodigal:2.6	CDS	33152	33634	.	+	0	"ID=LOMDJGLK_01903;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:Combined_VF_Myco.faa:SEA_TYPHA_128;locus_tag=LOMDJGLK_01903;note="""";product=hypothetical protein"	hypothetical protein
GCF_001677215-231526-303917	Prodigal:2.6	CDS	33634	34005	.	+	0	ID=LOMDJGLK_01904;inference=ab initio prediction:Prodigal:2.6;locus_tag=LOMDJGLK_01904;product=hypothetical protein	hypothetical protein
GCF_001677215-231526-303917	Prodigal:2.6	CDS	33999	34382	.	+	0	ID=LOMDJGLK_01905;inference=ab initio prediction:Prodigal:2.6;locus_tag=LOMDJGLK_01905;product=hypothetical protein	hypothetical protein
GCF_001677215-231526-303917	Prodigal:2.6	CDS	34379	34822	.	+	0	ID=LOMDJGLK_01906;inference=ab initio prediction:Prodigal:2.6;locus_tag=LOMDJGLK_01906;product=hypothetical protein	hypothetical protein
GCF_001677215-231526-303917	Prodigal:2.6	CDS	34819	35250	.	+	0	"ID=LOMDJGLK_01907;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:Combined_VF_Myco.faa:SEA_CRACKLEWINK_127;locus_tag=LOMDJGLK_01907;note="""";product=hypothetical protein"	hypothetical protein
GCF_001677215-231526-303917	Prodigal:2.6	CDS	35250	35507	.	+	0	ID=LOMDJGLK_01908;inference=ab initio prediction:Prodigal:2.6;locus_tag=LOMDJGLK_01908;product=hypothetical protein	hypothetical protein
GCF_001677215-231526-303917	Prodigal:2.6	CDS	35507	35731	.	+	0	ID=LOMDJGLK_01909;inference=ab initio prediction:Prodigal:2.6;locus_tag=LOMDJGLK_01909;product=hypothetical protein	hypothetical protein
GCF_001677215-231526-303917	Prodigal:2.6	CDS	35731	36483	.	+	0	ID=LOMDJGLK_01910;inference=ab initio prediction:Prodigal:2.6;locus_tag=LOMDJGLK_01910;product=hypothetical protein	hypothetical protein
GCF_001677215-231526-303917	Prodigal:2.6	CDS	36612	38120	.	+	0	"ID=LOMDJGLK_01911;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:Combined_VF_Myco.faa:SEA_VINCENZO_1;locus_tag=LOMDJGLK_01911;note="""";product=hypothetical protein"	hypothetical protein
GCF_001677215-231526-303917	Prodigal:2.6	CDS	38121	38570	.	+	0	ID=LOMDJGLK_01912;inference=ab initio prediction:Prodigal:2.6;locus_tag=LOMDJGLK_01912;product=hypothetical protein	hypothetical protein
GCF_001677215-231526-303917	Prodigal:2.6	CDS	38533	40143	.	+	0	ID=LOMDJGLK_01913;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:Combined_VF_Myco.faa:SEA_TYPHA_9;locus_tag=LOMDJGLK_01913;product=terminase	terminase
GCF_001677215-231526-303917	Prodigal:2.6	CDS	40140	40313	.	+	0	ID=LOMDJGLK_01914;inference=ab initio prediction:Prodigal:2.6;locus_tag=LOMDJGLK_01914;product=hypothetical protein	hypothetical protein
GCF_001677215-231526-303917	Prodigal:2.6	CDS	40310	41617	.	+	0	ID=LOMDJGLK_01915;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:Combined_VF_Myco.faa:SEA_CRACKLEWINK_11;locus_tag=LOMDJGLK_01915;product=portal protein	portal protein
GCF_001677215-231526-303917	Prodigal:2.6	CDS	41614	42498	.	+	0	ID=LOMDJGLK_01916;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:Combined_VF_Myco.faa:SEA_TYPHA_12;locus_tag=LOMDJGLK_01916;product=capsid maturation protease	capsid maturation protease
GCF_001677215-231526-303917	Prodigal:2.6	CDS	42692	44071	.	+	0	ID=LOMDJGLK_01917;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:Combined_VF_Myco.faa:SEA_CRACKLEWINK_13;locus_tag=LOMDJGLK_01917;product=major capsid protein	major capsid protein
GCF_001677215-231526-303917	Prodigal:2.6	CDS	44162	44503	.	+	0	ID=LOMDJGLK_01918;inference=ab initio prediction:Prodigal:2.6;locus_tag=LOMDJGLK_01918;product=hypothetical protein	hypothetical protein
GCF_001677215-231526-303917	Prodigal:2.6	CDS	44478	45032	.	+	0	ID=LOMDJGLK_01919;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:Combined_VF_Myco.faa:SEA_CRACKLEWINK_15;locus_tag=LOMDJGLK_01919;product=head-to-tail adaptor	head-to-tail adaptor
GCF_001677215-231526-303917	Prodigal:2.6	CDS	45029	45406	.	+	0	ID=LOMDJGLK_01920;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:Combined_VF_Myco.faa:SEA_CRACKLEWINK_16;locus_tag=LOMDJGLK_01920;product=head-to-tail stopper	head-to-tail stopper
GCF_001677215-231526-303917	Prodigal:2.6	CDS	45406	45654	.	+	0	"ID=LOMDJGLK_01921;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:Combined_VF_Myco.faa:SEA_TYPHA_17;locus_tag=LOMDJGLK_01921;note="""";product=hypothetical protein"	hypothetical protein
GCF_001677215-231526-303917	Prodigal:2.6	CDS	45654	46091	.	+	0	ID=LOMDJGLK_01922;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:Combined_VF_Myco.faa:SEA_CRACKLEWINK_18;locus_tag=LOMDJGLK_01922;product=tail terminator	tail terminator
GCF_001677215-231526-303917	Prodigal:2.6	CDS	46168	46749	.	+	0	ID=LOMDJGLK_01923;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:Combined_VF_Myco.faa:SEA_CRACKLEWINK_19;locus_tag=LOMDJGLK_01923;product=major tail protein	major tail protein
GCF_001677215-231526-303917	Prodigal:2.6	CDS	46746	47144	.	+	0	ID=LOMDJGLK_01924;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:Combined_VF_Myco.faa:SEA_TYPHA_20;locus_tag=LOMDJGLK_01924;product=tail assembly chaperone	tail assembly chaperone
GCF_001677215-231526-303917	Prodigal:2.6	CDS	47264	47578	.	+	0	ID=LOMDJGLK_01925;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:Combined_VF_Myco.faa:SEA_CRACKLEWINK_21;locus_tag=LOMDJGLK_01925;product=tail assembly chaperone	tail assembly chaperone
GCF_001677215-231526-303917	Prodigal:2.6	CDS	47575	52284	.	+	0	ID=LOMDJGLK_01926;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:Combined_VF_Myco.faa:SEA_TYPHA_22;locus_tag=LOMDJGLK_01926;product=tapemeasure protein	tapemeasure protein
GCF_001677215-231526-303917	Prodigal:2.6	CDS	52281	53294	.	+	0	ID=LOMDJGLK_01927;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:Combined_VF_Myco.faa:SEA_CRACKLEWINK_23;locus_tag=LOMDJGLK_01927;product=minor tail protein	minor tail protein
GCF_001677215-231526-303917	Prodigal:2.6	CDS	53295	55130	.	+	0	ID=LOMDJGLK_01928;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:Combined_VF_Myco.faa:SEA_CRACKLEWINK_24;locus_tag=LOMDJGLK_01928;product=minor tail protein	minor tail protein
GCF_001677215-231526-303917	Prodigal:2.6	CDS	55130	55741	.	+	0	ID=LOMDJGLK_01929;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:Combined_VF_Myco.faa:SEA_CRACKLEWINK_25;locus_tag=LOMDJGLK_01929;product=minor tail protein	minor tail protein
GCF_001677215-231526-303917	Prodigal:2.6	CDS	55742	57145	.	+	0	"ID=LOMDJGLK_01930;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:Combined_VF_Myco.faa:SEA_TYPHA_26;locus_tag=LOMDJGLK_01930;note="""";product=hypothetical protein"	hypothetical protein
GCF_001677215-231526-303917	Prodigal:2.6	CDS	57145	59661	.	+	0	ID=LOMDJGLK_01931;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:Combined_VF_Myco.faa:SEA_DELRIO_26;locus_tag=LOMDJGLK_01931;product=minor tail protein	minor tail protein
GCF_001677215-231526-303917	Prodigal:2.6	CDS	59684	59845	.	+	0	ID=LOMDJGLK_01932;inference=ab initio prediction:Prodigal:2.6;locus_tag=LOMDJGLK_01932;product=hypothetical protein	hypothetical protein
GCF_001677215-231526-303917	Prodigal:2.6	CDS	59993	60979	.	+	0	ID=LOMDJGLK_01933;inference=ab initio prediction:Prodigal:2.6;locus_tag=LOMDJGLK_01933;product=hypothetical protein	hypothetical protein
GCF_001677215-231526-303917	Prodigal:2.6	CDS	60988	61338	.	+	0	ID=LOMDJGLK_01934;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:Combined_VF_Myco.faa:32HC_32;locus_tag=LOMDJGLK_01934;product=portal protein	portal protein
GCF_001677215-231526-303917	Prodigal:2.6	CDS	61335	61685	.	+	0	"ID=LOMDJGLK_01935;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:Combined_VF_Myco.faa:32HC_33;locus_tag=LOMDJGLK_01935;note="""";product=hypothetical protein"	hypothetical protein
GCF_001677215-231526-303917	Prodigal:2.6	CDS	61682	61879	.	+	0	"ID=LOMDJGLK_01936;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:Combined_VF_Myco.faa:SEA_PAITO_26;locus_tag=LOMDJGLK_01936;note="""";product=hypothetical protein"	hypothetical protein
GCF_001677215-231526-303917	Prodigal:2.6	CDS	61896	62030	.	+	0	ID=LOMDJGLK_01937;inference=ab initio prediction:Prodigal:2.6;locus_tag=LOMDJGLK_01937;product=hypothetical protein	hypothetical protein
GCF_001677215-231526-303917	Prodigal:2.6	CDS	62032	63324	.	+	0	ID=LOMDJGLK_01938;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:Combined_VF_Myco.faa:SEAGREEN_31;locus_tag=LOMDJGLK_01938;product=lysin A	lysin A
GCF_001677215-231526-303917	Prodigal:2.6	CDS	63321	64487	.	+	0	ID=LOMDJGLK_01939;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:Combined_VF_Myco.faa:PBI_THONKO_47;locus_tag=LOMDJGLK_01939;product=lysin B	lysin B
GCF_001677215-231526-303917	Prodigal:2.6	CDS	64541	64918	.	+	0	ID=LOMDJGLK_01940;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:Combined_VF_Myco.faa:SEA_FINDLEY_30;locus_tag=LOMDJGLK_01940;product=holin	holin
GCF_001677215-231526-303917	Prodigal:2.6	CDS	64927	65325	.	+	0	ID=LOMDJGLK_01941;inference=ab initio prediction:Prodigal:2.6;locus_tag=LOMDJGLK_01941;product=hypothetical protein	hypothetical protein
GCF_001677215-231526-303917	Prodigal:2.6	CDS	65426	65647	.	+	0	ID=LOMDJGLK_01942;inference=ab initio prediction:Prodigal:2.6;locus_tag=LOMDJGLK_01942;product=hypothetical protein	hypothetical protein
GCF_001677215-231526-303917	Prodigal:2.6	CDS	65655	66302	.	-	0	ID=LOMDJGLK_01943;inference=ab initio prediction:Prodigal:2.6;locus_tag=LOMDJGLK_01943;product=hypothetical protein	hypothetical protein
GCF_001677215-231526-303917	Prodigal:2.6	CDS	66305	68500	.	-	0	ID=LOMDJGLK_01944;inference=ab initio prediction:Prodigal:2.6;locus_tag=LOMDJGLK_01944;product=hypothetical protein	hypothetical protein
GCF_001677215-231526-303917	Prodigal:2.6	CDS	68509	68829	.	-	0	ID=LOMDJGLK_01945;inference=ab initio prediction:Prodigal:2.6;locus_tag=LOMDJGLK_01945;product=hypothetical protein	hypothetical protein
GCF_001677215-231526-303917	Prodigal:2.6	CDS	68989	69441	.	-	0	ID=LOMDJGLK_01946;inference=ab initio prediction:Prodigal:2.6;locus_tag=LOMDJGLK_01946;product=hypothetical protein	hypothetical protein
GCF_001677215-231526-303917	Prodigal:2.6	CDS	69564	69872	.	+	0	ID=LOMDJGLK_01947;inference=ab initio prediction:Prodigal:2.6;locus_tag=LOMDJGLK_01947;product=hypothetical protein	hypothetical protein
GCF_001677215-231526-303917	Prodigal:2.6	CDS	70008	71192	.	+	0	"ID=LOMDJGLK_01948;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:Combined_VF_Myco.faa:SEA_BIPPER_49;locus_tag=LOMDJGLK_01948;note="""";product=hypothetical protein"	hypothetical protein
GCF_001677215-231526-303917	Prodigal:2.6	CDS	71243	71539	.	-	0	"ID=LOMDJGLK_01949;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:Combined_VF_Myco.faa:SEA_PURKY_35;locus_tag=LOMDJGLK_01949;note="""";product=hypothetical protein"	hypothetical protein
GCF_001677215-231526-303917	Prodigal:2.6	CDS	71565	72392	.	-	0	ID=LOMDJGLK_01950;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:Combined_VF_Myco.faa:SEA_GRIZZLY_32;locus_tag=LOMDJGLK_01950;product=integrase	integrase
GCF_001677215-500725-554213	Prodigal:2.6	CDS	130	1455	.	-	0	ID=LOMDJGLK_01951;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:Combined_VF_Myco.faa:RoPhREQ3_gp01;locus_tag=LOMDJGLK_01951;product=phage integrase	phage integrase
GCF_001677215-500725-554213	Prodigal:2.6	CDS	1479	1919	.	-	0	ID=LOMDJGLK_01952;inference=ab initio prediction:Prodigal:2.6;locus_tag=LOMDJGLK_01952;product=hypothetical protein	hypothetical protein
GCF_001677215-500725-554213	Prodigal:2.6	CDS	1999	2787	.	+	0	ID=LOMDJGLK_01953;eC_number=3.5.1.-;Name=rutD_2;gene=rutD_2;inference=ab initio prediction:Prodigal:2.6,protein motif:HAMAP:MF_00832;locus_tag=LOMDJGLK_01953;product=Putative aminoacrylate hydrolase RutD	Putative aminoacrylate hydrolase RutD
GCF_001677215-500725-554213	Prodigal:2.6	CDS	2762	3475	.	-	0	ID=LOMDJGLK_01954;inference=ab initio prediction:Prodigal:2.6;locus_tag=LOMDJGLK_01954;product=hypothetical protein	hypothetical protein
GCF_001677215-500725-554213	Prodigal:2.6	CDS	3680	3958	.	-	0	ID=LOMDJGLK_01955;inference=ab initio prediction:Prodigal:2.6;locus_tag=LOMDJGLK_01955;product=hypothetical protein	hypothetical protein
GCF_001677215-500725-554213	Prodigal:2.6	CDS	4293	4502	.	+	0	ID=LOMDJGLK_01956;inference=ab initio prediction:Prodigal:2.6;locus_tag=LOMDJGLK_01956;product=hypothetical protein	hypothetical protein
GCF_001677215-500725-554213	Prodigal:2.6	CDS	4606	4977	.	+	0	ID=LOMDJGLK_01957;inference=ab initio prediction:Prodigal:2.6;locus_tag=LOMDJGLK_01957;product=hypothetical protein	hypothetical protein
GCF_001677215-500725-554213	Prodigal:2.6	CDS	4977	5327	.	+	0	ID=LOMDJGLK_01958;inference=ab initio prediction:Prodigal:2.6;locus_tag=LOMDJGLK_01958;product=hypothetical protein	hypothetical protein
GCF_001677215-500725-554213	Prodigal:2.6	CDS	5324	5530	.	+	0	ID=LOMDJGLK_01959;inference=ab initio prediction:Prodigal:2.6;locus_tag=LOMDJGLK_01959;product=hypothetical protein	hypothetical protein
GCF_001677215-500725-554213	Prodigal:2.6	CDS	5530	5862	.	+	0	ID=LOMDJGLK_01960;inference=ab initio prediction:Prodigal:2.6;locus_tag=LOMDJGLK_01960;product=hypothetical protein	hypothetical protein
GCF_001677215-500725-554213	Prodigal:2.6	CDS	5864	6067	.	+	0	ID=LOMDJGLK_01961;inference=ab initio prediction:Prodigal:2.6;locus_tag=LOMDJGLK_01961;product=hypothetical protein	hypothetical protein
GCF_001677215-500725-554213	Prodigal:2.6	CDS	6064	6393	.	+	0	ID=LOMDJGLK_01962;inference=ab initio prediction:Prodigal:2.6;locus_tag=LOMDJGLK_01962;product=hypothetical protein	hypothetical protein
GCF_001677215-500725-554213	Prodigal:2.6	CDS	6390	6557	.	+	0	ID=LOMDJGLK_01963;inference=ab initio prediction:Prodigal:2.6;locus_tag=LOMDJGLK_01963;product=hypothetical protein	hypothetical protein
GCF_001677215-500725-554213	Prodigal:2.6	CDS	6554	7513	.	+	0	ID=LOMDJGLK_01964;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:Combined_VF_Myco.faa:SEA_DEEPSOIL15_55;locus_tag=LOMDJGLK_01964;product=RecE-like exonuclease	RecE-like exonuclease
GCF_001677215-500725-554213	Prodigal:2.6	CDS	7510	8565	.	+	0	ID=LOMDJGLK_01965;inference=ab initio prediction:Prodigal:2.6;locus_tag=LOMDJGLK_01965;product=hypothetical protein	hypothetical protein
GCF_001677215-500725-554213	Prodigal:2.6	CDS	8565	8804	.	+	0	ID=LOMDJGLK_01966;inference=ab initio prediction:Prodigal:2.6;locus_tag=LOMDJGLK_01966;product=hypothetical protein	hypothetical protein
GCF_001677215-500725-554213	Prodigal:2.6	CDS	8812	9210	.	+	0	ID=LOMDJGLK_01967;inference=ab initio prediction:Prodigal:2.6;locus_tag=LOMDJGLK_01967;product=hypothetical protein	hypothetical protein
GCF_001677215-500725-554213	Prodigal:2.6	CDS	9200	9760	.	+	0	ID=LOMDJGLK_01968;inference=ab initio prediction:Prodigal:2.6;locus_tag=LOMDJGLK_01968;product=hypothetical protein	hypothetical protein
GCF_001677215-500725-554213	Prodigal:2.6	CDS	9757	10164	.	+	0	ID=LOMDJGLK_01969;inference=ab initio prediction:Prodigal:2.6;locus_tag=LOMDJGLK_01969;product=hypothetical protein	hypothetical protein
GCF_001677215-500725-554213	Prodigal:2.6	CDS	10161	10421	.	+	0	ID=LOMDJGLK_01970;inference=ab initio prediction:Prodigal:2.6;locus_tag=LOMDJGLK_01970;product=hypothetical protein	hypothetical protein
GCF_001677215-500725-554213	Prodigal:2.6	CDS	10418	10999	.	+	0	"ID=LOMDJGLK_01971;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:Combined_VF_Myco.faa:SEA_JUJU_54;locus_tag=LOMDJGLK_01971;note="""";product=hypothetical protein"	hypothetical protein
GCF_001677215-500725-554213	Prodigal:2.6	CDS	10996	11391	.	+	0	"ID=LOMDJGLK_01972;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:Combined_VF_Myco.faa:PBI_OKIROE_53;locus_tag=LOMDJGLK_01972;note="""";product=hypothetical protein"	hypothetical protein
GCF_001677215-500725-554213	Prodigal:2.6	CDS	11388	12959	.	+	0	ID=LOMDJGLK_01973;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:Combined_VF_Myco.faa:SEA_PHROSTEDPHLAKE_70;locus_tag=LOMDJGLK_01973;product=DNA methylase	DNA methylase
GCF_001677215-500725-554213	Prodigal:2.6	CDS	12956	13165	.	+	0	ID=LOMDJGLK_01974;inference=ab initio prediction:Prodigal:2.6;locus_tag=LOMDJGLK_01974;product=hypothetical protein	hypothetical protein
GCF_001677215-500725-554213	Prodigal:2.6	CDS	13162	13509	.	+	0	ID=LOMDJGLK_01975;inference=ab initio prediction:Prodigal:2.6;locus_tag=LOMDJGLK_01975;product=hypothetical protein	hypothetical protein
GCF_001677215-500725-554213	Prodigal:2.6	CDS	13502	14410	.	+	0	"ID=LOMDJGLK_01976;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:Combined_VF_Myco.faa:SEA_TCHEN_66;locus_tag=LOMDJGLK_01976;note="""";product=hypothetical protein"	hypothetical protein
GCF_001677215-500725-554213	Prodigal:2.6	CDS	14407	14583	.	+	0	ID=LOMDJGLK_01977;inference=ab initio prediction:Prodigal:2.6;locus_tag=LOMDJGLK_01977;product=hypothetical protein	hypothetical protein
GCF_001677215-500725-554213	Prodigal:2.6	CDS	14576	14833	.	+	0	ID=LOMDJGLK_01978;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:Combined_VF_Myco.faa:SEA_KEVIN1_52;locus_tag=LOMDJGLK_01978;product=glutaredoxin	glutaredoxin
GCF_001677215-500725-554213	Prodigal:2.6	CDS	14833	15777	.	+	0	"ID=LOMDJGLK_01979;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:Combined_VF_Myco.faa:SEA_ELEANORGEORGE_75;locus_tag=LOMDJGLK_01979;note="""";product=hypothetical protein"	hypothetical protein
GCF_001677215-500725-554213	Prodigal:2.6	CDS	15777	16553	.	+	0	"ID=LOMDJGLK_01980;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:Combined_VF_Myco.faa:SEA_REM711_66;locus_tag=LOMDJGLK_01980;note="""";product=hypothetical protein"	hypothetical protein
GCF_001677215-500725-554213	Prodigal:2.6	CDS	16550	16915	.	+	0	ID=LOMDJGLK_01981;inference=ab initio prediction:Prodigal:2.6;locus_tag=LOMDJGLK_01981;product=hypothetical protein	hypothetical protein
GCF_001677215-500725-554213	Prodigal:2.6	CDS	16912	17154	.	+	0	ID=LOMDJGLK_01982;inference=ab initio prediction:Prodigal:2.6;locus_tag=LOMDJGLK_01982;product=hypothetical protein	hypothetical protein
GCF_001677215-500725-554213	Prodigal:2.6	CDS	17151	17768	.	+	0	ID=LOMDJGLK_01983;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:Combined_VF_Myco.faa:SEA_JUJU_82;locus_tag=LOMDJGLK_01983;product=RuvC-like resolvase	RuvC-like resolvase
GCF_001677215-500725-554213	Prodigal:2.6	CDS	17769	18107	.	+	0	ID=LOMDJGLK_01984;Name=whiB_8;gene=whiB_8;inference=ab initio prediction:Prodigal:2.6,protein motif:HAMAP:MF_01479;locus_tag=LOMDJGLK_01984;product=Transcriptional regulator WhiB	Transcriptional regulator WhiB
GCF_001677215-500725-554213	Prodigal:2.6	CDS	18151	18831	.	+	0	ID=LOMDJGLK_01985;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:Combined_VF_Myco.faa:SEA_MARIDALIA_64;locus_tag=LOMDJGLK_01985;product=DnaJ-like chaperonin	DnaJ-like chaperonin
GCF_001677215-500725-554213	Prodigal:2.6	CDS	18846	19040	.	+	0	ID=LOMDJGLK_01986;inference=ab initio prediction:Prodigal:2.6;locus_tag=LOMDJGLK_01986;product=hypothetical protein	hypothetical protein
GCF_001677215-500725-554213	Prodigal:2.6	CDS	19037	19441	.	+	0	ID=LOMDJGLK_01987;inference=ab initio prediction:Prodigal:2.6;locus_tag=LOMDJGLK_01987;product=hypothetical protein	hypothetical protein
GCF_001677215-500725-554213	Prodigal:2.6	CDS	19438	19614	.	+	0	ID=LOMDJGLK_01988;inference=ab initio prediction:Prodigal:2.6;locus_tag=LOMDJGLK_01988;product=hypothetical protein	hypothetical protein
GCF_001677215-500725-554213	Prodigal:2.6	CDS	19618	19782	.	+	0	ID=LOMDJGLK_01989;inference=ab initio prediction:Prodigal:2.6;locus_tag=LOMDJGLK_01989;product=hypothetical protein	hypothetical protein
GCF_001677215-500725-554213	Prodigal:2.6	CDS	19964	20815	.	+	0	ID=LOMDJGLK_01990;inference=ab initio prediction:Prodigal:2.6;locus_tag=LOMDJGLK_01990;product=hypothetical protein	hypothetical protein
GCF_001677215-500725-554213	Prodigal:2.6	CDS	21126	21572	.	+	0	ID=LOMDJGLK_01991;inference=ab initio prediction:Prodigal:2.6;locus_tag=LOMDJGLK_01991;product=hypothetical protein	hypothetical protein
GCF_001677215-500725-554213	Prodigal:2.6	CDS	21566	21835	.	+	0	ID=LOMDJGLK_01992;inference=ab initio prediction:Prodigal:2.6;locus_tag=LOMDJGLK_01992;product=hypothetical protein	hypothetical protein
GCF_001677215-500725-554213	Prodigal:2.6	CDS	21828	22106	.	+	0	ID=LOMDJGLK_01993;inference=ab initio prediction:Prodigal:2.6;locus_tag=LOMDJGLK_01993;product=hypothetical protein	hypothetical protein
GCF_001677215-500725-554213	Prodigal:2.6	CDS	22237	22518	.	+	0	ID=LOMDJGLK_01994;inference=ab initio prediction:Prodigal:2.6;locus_tag=LOMDJGLK_01994;product=hypothetical protein	hypothetical protein
GCF_001677215-500725-554213	Prodigal:2.6	CDS	22693	23211	.	+	0	ID=LOMDJGLK_01995;inference=ab initio prediction:Prodigal:2.6;locus_tag=LOMDJGLK_01995;product=hypothetical protein	hypothetical protein
GCF_001677215-500725-554213	Prodigal:2.6	CDS	23171	24841	.	+	0	ID=LOMDJGLK_01996;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:Combined_VF_Myco.faa:SEA_REM711_3;locus_tag=LOMDJGLK_01996;product=terminase large subunit	terminase large subunit
